KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-v˝mÏra;Vinice(4)-v˝mÏra;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-v˝mÏra;DOMY_S_CP;STAVBY_S_CE;LV
603201;Be¯ovice;597;3549907;2959460;0;0;96108;10345;54027;51203;30385;76531;271848;111;9;197
603210;Besednice;2313;13952998;4345277;0;0;239621;4171;1109738;7226074;77792;117933;832392;310;8;622
603228;MalËe;563;2160968;281335;0;0;24968;0;754487;816933;105666;22727;154852;21;22;101
603236;BÏstovice;2002;4190071;2320925;0;0;132081;0;937035;125534;75726;103246;495524;135;6;335
603244;BÏstvina;2175;7412673;3774019;0;0;209669;55701;676628;2051287;91217;104461;449691;184;30;440
603261;Pa¯Ìûov;637;1796753;674143;0;0;43192;26096;93019;600985;218498;41164;99656;51;14;112
603287;SpaËice;812;3312472;1725468;0;0;67825;0;155196;1079161;82015;36025;166782;45;2;101
603295;Vestec u BÏstviny;403;1553682;1079645;0;0;35581;0;194586;77827;44950;19736;101357;38;0;95
603317;BÏöiny;2272;8289250;2784794;0;0;230034;2985;1518341;2825759;160986;129550;636801;216;7;416
603325;Ho¯·kov;284;1872300;346332;0;0;58188;0;693341;589120;973;15881;168465;18;2;51
603333;KozÌ;1115;2536561;671661;0;0;103189;0;951714;513327;13304;32230;251136;52;14;154
603341;RajskÈ;323;1319523;123958;0;0;24026;4995;593962;441459;7825;13162;110136;12;11;51
603350;⁄loh;321;2019063;585917;0;0;35621;0;419805;735665;13093;41608;187354;30;0;83
603368;BÏötÌn;1305;3006353;222462;0;0;174722;54767;566492;1732966;22782;80748;151414;193;18;337
603376;BezdÏËÌ u Trn·vky;740;4825042;2796820;0;0;72856;56840;129971;1475421;24136;49352;219646;62;1;146
603384;Uner·zka;458;2168386;769154;0;0;29316;0;392926;812014;24212;25368;115396;19;0;67
603392;BezdÏËÌ u Velk˝ch Opatovic;612;2543506;750226;0;0;30407;10436;815574;783367;1639;17512;134345;29;1;70
603406;BezdÏËÌn u Jablonce nad Nisou;1262;4893641;1488440;0;0;142449;51698;1405689;1158719;28109;36032;582505;80;8;182
603414;JÌlovÈ u Hodkovic nad Mohelkou;566;1501322;595807;0;0;78778;6453;343675;156942;21962;28467;269238;58;3;121
603431;BezdÏËÌn na MoravÏ;691;3542653;1687927;0;0;32169;0;476918;1014862;87216;47381;196180;37;0;80
603449;BezdÏdice;715;4047516;2558712;0;0;71697;0;185991;964251;20232;39172;207461;35;26;114
603457;BezdÏdovice;1830;5813644;1651829;0;0;127868;8632;628076;2853625;139400;83775;320439;158;0;312
603481;BezdÏkov u Klatov;2453;6421038;3440347;0;0;214823;16449;1726772;158133;153472;155549;555493;250;2;487
603490;Koryta u BezdÏkova;1822;4173269;2278872;0;0;57057;0;885014;608885;24484;64813;254144;67;1;134
603503;Struhadlo;780;2811168;1124058;0;0;111688;0;485349;936963;8859;21390;122861;22;33;132
603511;TetÏtice u BezdÏkova;721;1513454;903945;0;0;29501;30292;400969;23093;7571;18030;100053;17;1;61
603538;BezdÏkov u Kasejovic;674;4984262;2298901;0;0;51202;7894;785695;1106588;381116;40794;312072;47;1;106
603546;BezdÏkov u éatce;1155;3837150;1460693;184078;0;49307;4811;39296;197290;64103;87621;1749951;119;16;242
603554;BezdÏkov u Kr·snÈ Hory;813;3776633;1751132;0;0;29954;0;427053;1405142;24324;31672;107356;52;1;121
603571;BezdÏkov;633;5274309;3084271;0;0;99621;9901;95283;1706576;16092;82333;180232;118;0;207
603589;BezdÏkov u VelkÈ BÌteöe;640;2200749;1238704;0;0;42127;0;183586;578122;7584;27253;123373;32;0;70
603597;BezdÏkov nad MetujÌ;1791;5171168;1617161;0;0;179322;34909;1619156;1198262;34095;109911;378352;209;2;410
603601;BezdÏkov pod T¯emöÌnem;1116;3633172;1413381;0;0;43801;0;781444;1054159;44927;39916;255544;63;19;133
603619;Vöevily;1392;5825890;1993649;0;0;58211;11059;927884;2491500;41377;45768;256442;69;9;156
603627;TÏchnice;362;10345200;15784;0;0;6801;0;95180;7472496;2659669;5403;89867;2;43;74
603635;BezdÏkov u Libice nad Doubravou;838;5352836;2813521;0;0;69441;31983;877751;864884;142385;73780;479091;97;5;187
603643;Kladruby u Libice;264;1522448;701565;0;0;43258;0;273046;427591;0;15189;61799;22;4;54
603651;MalochynÏ;183;2396675;354982;0;0;10592;0;384469;1443965;32514;13917;156236;6;2;28
603660;Sloupno u ChotÏbo¯e;346;1858847;648006;0;0;33362;48854;614028;308802;12713;20243;172839;28;0;67
603686;BezdÏz;1337;23984596;4298240;0;0;145186;32869;661988;17734445;7037;100363;1004468;136;7;280
603694;Bezdruûice;1481;8369760;2657346;0;0;142733;0;1887439;2823356;70194;129345;659347;213;0;391
603708;Polûice u Bezdruûic;355;3007468;1473194;0;0;57609;0;892987;397453;45895;22723;117607;18;13;63
603724;Kohoutov u Bezdruûic;163;1850181;957802;0;0;9966;0;156371;647212;13779;9035;56016;6;3;31
603732;K¯ivce;490;5677499;1450333;0;0;35468;0;802314;3097441;25993;27524;238426;10;8;48
603741;Nov· Ves u Bezdruûic;211;1929732;1073560;0;0;46387;0;254325;389201;4464;32976;128819;22;0;47
603767;PotÌn;172;1767363;887076;0;0;20994;0;196813;455094;31209;13343;162834;4;10;37
603775;ÿeöÌn;417;5401337;1353861;0;0;41880;0;824728;2686997;208244;42767;242860;25;2;53
603783;Zho¯ec u Bezdruûic;795;7683873;3095197;0;0;70242;0;982504;3236466;16961;48857;233646;27;20;77
603791;Bezkov;602;5633970;3855733;0;0;56912;0;179646;1130794;62338;75621;272926;85;1;187
603805;BezmÏrov;1806;7252968;5227988;0;0;166176;12929;481951;58120;186017;105974;1013813;215;2;491
603813;BeznÌk;1197;2314949;692489;0;0;45456;10803;896390;521952;25479;19182;103198;24;0;89
603821;Bezno;1513;9256743;7164307;0;0;191490;224050;87574;631256;15874;243364;698828;298;0;556
603830;Bezuchov;823;3961500;2840484;0;0;99407;81526;122799;546129;10831;69468;190856;72;3;209
603848;BezvÏrov;959;7111833;1148856;0;0;80020;0;1431595;3827389;25071;83599;515303;104;3;140
603856;Kraöov;693;4270918;1736588;0;0;28875;0;632040;1426975;4524;27058;414858;20;2;51
603864;Potok;379;2168357;1195183;0;0;11068;0;157959;686553;7035;12919;97640;8;3;21
603872;Vlkoöov;1078;5336400;1884425;0;0;14913;24290;1091268;1861947;95339;39432;324786;22;7;48
603881;BÌl· u »eskÈho Dubu;973;4541185;2551374;0;0;105899;0;495580;1039455;5690;68901;274286;88;1;200
603902;VlËetÌn u BÌlÈ;1114;4148030;1188904;0;0;139993;23525;1175336;1373267;21250;38948;186807;78;2;187
603911;BÌl·;2065;56453615;190396;0;0;60142;0;2329495;52423331;219122;113680;1117449;164;100;361
603953;BÌl· Lhota;868;2302514;1239407;0;0;59285;0;203186;606931;10066;47568;136071;71;1;149
603961;HrabÌ;512;1220263;987930;0;0;39270;0;68780;53647;2791;22249;45596;49;2;94
603970;HradeËn· u BÌlÈ Lhoty;758;1987989;1434565;0;0;48598;13641;180028;161834;4480;38269;106574;57;0;104
603988;Pate¯Ìn;650;1457428;775536;0;0;56308;0;172069;383939;12221;20253;37102;43;0;82
604003;BÌl· T¯emeön·;2507;6093353;2266572;0;0;394798;151425;442540;1980083;233778;176117;448040;423;51;765
604011;BÌl· Voda u JavornÌka;1174;12834034;1096109;0;0;174657;0;1681726;9368635;45317;88247;379343;74;5;106
604020;KameniËka u BÌlÈ Vody;417;2169881;1618565;0;0;40698;0;179628;199380;29586;19174;82850;16;1;45
604038;BÌlany;1164;8199893;3596495;0;0;132315;2838;68142;3526916;143599;89168;640420;119;0;266
604046;BÌlavsko;1063;6585735;2696687;0;0;134178;12018;220253;2998853;34427;58835;430484;110;1;295
604054;BÌlËice;1543;15379329;2503565;0;0;74840;0;5288445;5382230;794232;162438;1173579;102;1;148
604062;BÌlÈ PodolÌ;2337;5353792;3136910;0;0;89830;1377394;19800;433709;37752;94013;164384;139;0;346
604071;Brambory;712;1252336;449782;0;0;55500;323090;38385;276989;6884;37810;63896;51;2;139
604097;LovËice;1118;3538650;3117437;0;0;62152;52517;69362;967;30139;67080;138996;88;0;253
604101;SemtÏö u BÌlÈho PodolÌ;2211;5011213;1114237;0;0;218052;2456840;57568;687317;21950;96072;359177;138;9;343
604119;StarkoË u BÌlÈho PodolÌ;1686;4091683;3398100;0;0;81782;46679;166991;10644;42144;86432;258911;101;0;279
604127;Za¯ÌËany;2031;6399326;5581993;0;0;56910;13549;379880;27723;103380;73504;162387;92;0;323
604135;BÌlÈ PoliËany;795;5374965;2291800;0;0;153071;0;852627;1623701;29539;51017;373210;78;6;211
604143;BÌlÈ Vchynice;790;3117160;2339413;0;0;73395;0;222579;256059;63736;54365;107613;65;12;160
604151;BÌlence;903;7025184;6264674;0;0;32133;5639;102556;82657;39730;49537;448258;64;2;117
604160;äkrle;547;5704243;4876506;0;0;20309;0;320108;88084;35175;55057;309004;32;0;82
604186;BÌlenice;809;4807539;2441989;0;0;87135;6702;1088341;616678;162266;55939;348489;76;2;165
604194;BÌlichov;1667;12205985;1181416;23322;0;115181;61375;29030;10366937;69047;75589;284088;100;195;423
604208;BÌlina;7081;12858774;1883842;0;0;433129;692134;1878589;2445124;187403;652199;4686354;1248;600;5709
604283;BÌlina-⁄jezd;2282;1899017;123058;0;0;67439;27690;526364;328132;0;91442;734892;262;115;1287
604348;Chude¯ice u BÌliny;1089;2434796;0;0;0;5735;0;463665;266039;38160;166842;1494355;20;168;223
604372;BÌlkov;2360;6333654;3674461;0;0;54238;0;696305;1360593;57484;90592;399981;117;0;264
604381;Dobrohoöù;434;3384017;1321522;0;0;23680;0;279633;1545185;54702;16532;142763;16;0;63
604399;BÌlov v »ech·ch;556;6214906;3627632;0;0;40958;0;736601;1369247;13268;68553;358647;36;7;118
604402;BÌlov;1673;10409524;5718878;0;0;147882;4172;803451;2073205;56841;114134;1490961;172;0;371
604429;BÌlovec-mÏsto;4826;4359288;1292669;0;0;581216;0;902592;78492;94572;442359;967388;1034;1;2313
604445;BÌlovec-DolnÌ P¯edmÏstÌ;125;2178538;580540;0;0;2544;0;52077;1462402;21775;1260;57940;1;0;13
604453;RadotÌn u BÌlovce;440;1585112;1128016;0;0;21879;23945;166420;178361;10632;6470;49389;49;0;84
604470;BÌlovec-HornÌ P¯edmÏstÌ;381;1756499;1262254;0;0;2325;0;198872;237244;3751;2282;49771;2;0;74
604518;BÌlovice u UherskÈho HradiötÏ;2446;5800734;3572231;0;0;402771;16549;197259;993581;64233;179322;374788;451;27;1003
604526;VËelary;654;764027;374220;0;0;102175;0;177569;0;17259;43877;48927;116;0;212
604534;BÌlovice;1241;5259403;3264456;0;0;187046;50312;103188;901714;68070;77902;606715;130;77;416
604542;LutotÌn;508;1606183;1003373;0;0;77023;27223;13701;73882;47388;39479;324114;71;7;139
604551;BÌlovice nad Svitavou;4759;14699041;1168699;0;0;548487;119136;234940;11499955;136076;254050;737698;842;482;2176
604569;BÌlsko u VodÚan;490;3872136;1928765;0;0;32037;14316;486768;1035538;49182;42115;283415;53;0;131
604577;MÏkynec;579;3503329;459980;0;0;36956;0;1891055;815729;44754;26251;228604;34;0;73
604585;BÌlsko;836;3725923;2748474;0;0;95599;154603;13286;480659;12648;51924;168730;64;1;130
604593;Cakov;1323;3808080;2141313;0;0;87994;0;71394;1173431;13516;45563;274869;97;0;188
604607;LouËka u BÌlska;1565;6197762;2433265;0;0;117875;0;48917;3404836;17379;47921;127569;101;5;186
604615;BÌl˝ K·men;645;5128769;725991;0;0;45426;18441;338696;3637885;73915;35340;253075;93;18;186
604623;BÌl˝ Kostel nad Nisou;2801;21244902;4478851;0;0;321939;9687;2778083;11923305;226451;162864;1343722;275;35;533
604631;Panensk· H˘rka;277;4488256;0;0;0;41080;0;152043;4207098;1974;5744;80317;14;35;74
604658;BÌl˝ Potok pod Smrkem;2234;18206049;59130;0;0;340154;0;1958648;15091511;183979;108675;463952;342;3;493
604666;BÌl˝ Potok;1125;12003247;7562532;0;0;206323;34141;923872;2046198;132383;127273;970525;106;2;183
604674;HornÌ Hoötice;875;18768675;2573394;0;0;94756;0;792670;15008514;47375;40125;211841;40;3;88
604691;BÌl˝ ⁄jezd;1145;2633387;1032090;0;0;62903;223905;522388;512166;19004;55485;205446;76;8;135
604712;BÌl˝ ⁄jezd u Dobruöky;1008;3804890;2612397;0;0;130657;14328;464075;134432;35756;111976;301269;122;0;263
604721;Hroöka;1045;8263897;5910339;0;0;71867;73;667234;871605;118229;107565;516985;112;0;288
604739;Masty;447;1771384;560617;0;0;55627;6204;566504;181880;50618;39553;310381;41;0;82
604755;Biskoupky na MoravÏ;594;5805248;2155973;0;0;46290;40361;375372;2407809;118186;58384;602873;75;111;223
604763;Biskupice u JevÌËka;1437;6469157;2786295;0;0;157557;33347;859841;2115727;69615;81792;364983;151;2;370
604771;Z·lesÌ u JevÌËka;485;4633206;92411;0;0;37795;24160;69668;4286332;10595;15291;96954;37;0;81
604780;Biskupice u LuhaËovic;2754;5968105;2150954;0;0;150018;7566;1314499;1458544;77274;105992;703258;214;1;418
604801;Biskupice na HanÈ;1022;4143760;3524117;0;0;57805;3244;130782;106141;20952;68742;231977;105;10;239
604810;Biskupice u Hrotovic;971;9440159;5619103;0;0;167273;2930;468973;2548771;102571;94903;435635;136;6;271
604828;Pulkov;285;2405448;1160181;0;0;29406;0;212584;865808;36353;24893;76223;51;1;105
604836;BÌtouchov u MladÈ Boleslavi;947;4668479;2349591;0;0;121217;29711;167041;1711787;9120;75612;204400;106;2;215
604844;Daleöice u Bakova nad Jizerou;585;2426805;903394;0;0;26799;0;422060;866311;42082;18166;147993;30;13;127
604861;BÌtov;1586;6068586;702568;0;0;92408;0;63500;3286909;1200707;86523;635971;91;597;735
604879;BÌtov u BÌlovce;1148;4393105;2065907;0;0;142018;0;479035;1482748;22634;70509;130254;149;1;276
604895;BÌtovany;1521;3489347;2445374;0;0;165719;52428;184318;135661;161515;97904;246428;183;10;376
604909;HornÌ BÌtovËice;1843;5300601;1080448;0;0;85176;2813;2010846;1528809;45732;62608;484169;115;44;263
604917;DolnÌ BÌtovËice;307;1311287;31336;0;0;26152;0;781834;256995;63487;14133;137350;36;2;56
604925;Bitozeves;941;8589206;6771543;0;0;40165;6659;123223;267892;50764;91355;1237605;87;0;157
604933;Vidovle;248;3444652;3220824;0;0;27973;0;6563;0;6589;31471;151232;22;1;57
604941;BlahoÚov;201;1058189;394831;0;0;15054;6455;179936;438942;0;5895;17076;5;2;21
604950;ProsatÌn;319;1619086;877204;0;0;33747;19412;134167;484533;270;9999;59754;12;0;43
604968;Blahutovice;945;5302476;3526823;0;0;154553;0;442150;814316;35560;57898;271176;66;6;159
604976;Bendovo Z·ho¯Ì;646;1928995;481942;0;0;33640;0;823104;483805;2344;15140;89020;20;1;81
604984;Blanice u MladÈ Voûice;795;3095806;1705409;0;0;38109;0;800232;96007;145355;53696;256998;22;18;159
604992;Krchova Lomn·;820;2195113;1091259;0;0;46372;0;420039;421273;53863;19275;143032;24;1;110
605000;BlannÈ;674;2470175;2217547;0;0;26023;0;25283;0;43952;24221;133149;34;0;153
605018;Blansko;13165;7611021;1345467;0;0;868119;76155;504331;565087;178363;944249;3129250;2003;462;8232
605115;Blatce;1011;5926118;1607437;0;0;68919;10008;564958;3294035;84361;37775;258625;58;15;144
605140;Houska;836;5245777;470634;0;0;90123;17467;551305;3712331;15417;28188;360312;53;22;151
605166;Tuboû;845;5780104;968709;0;0;55911;8071;789231;3572954;55116;38124;291988;62;13;125
605174;Blatec u HodÏtÌna;395;5971051;1892652;0;0;41355;0;1112305;2363253;85853;51088;424545;39;3;118
605204;Blatec;1385;6584764;5502638;0;0;147409;4999;159589;2529;128656;127532;511412;204;0;385
605212;Blatenka;790;2723160;1035442;0;0;30820;0;362869;910358;153858;27737;202076;29;13;110
605221;Jind¯ichovice u Blatenky;606;3214874;925660;0;0;35034;0;466517;1593223;45801;18364;130275;23;0;69
605239;Laû·nky;871;2584379;843754;0;0;42589;0;670361;536040;94929;62459;334247;46;18;148
605247;Blatn·;8712;13621527;4804450;0;0;536183;3389;2486261;1672052;1288098;747417;2083677;1300;6;3590
605301;Blatnice u N˝¯an;2262;4132866;3038483;0;0;238743;8149;235638;6194;43215;112350;450094;278;12;447
605310;Blatnice pod Svat˝m AntonÌnkem;6352;13899455;8708239;0;2260591;338572;7001;478940;709988;94447;469799;831878;840;6;1760
605328;Blatnice;2114;9395215;7622002;0;0;137448;0;399392;750199;33961;112308;339905;140;0;302
605336;Ohrazenice na MoravÏ;671;10677066;5079814;0;0;110616;3113;606277;4455593;49618;81419;290616;95;0;214
605344;BlatniËka;2384;8820467;5469282;0;421734;94166;88123;955534;920368;241915;117276;512069;181;1;550
605352;BeËov;468;10971813;63537;0;0;9354;0;1201894;9260818;121091;23558;291561;15;14;63
605361;Blatno u Chomutova;905;5029090;240642;0;0;23956;0;2184334;2130443;32906;49584;367225;78;13;179
605379;Hr·deËn·;715;4035823;396925;0;0;49657;18522;1620691;1689316;10999;19993;229720;18;25;89
605387;KvÏtnov u Chomutova;343;5674321;1655;0;0;6310;0;1246535;4140166;95489;13945;170221;7;13;51
605395;Meziho¯Ì u Chomutova;823;3380621;7047;0;0;4063;0;853265;2292840;9228;20757;193421;12;98;174
605409;Radenov;363;8341883;878;0;0;1530;0;1449710;6591100;21306;16218;261141;14;18;56
605417;äerchov;437;3114737;79421;0;0;9588;2550;1020030;1805498;45084;25361;127205;16;10;64
605425;Z·koutÌ;379;4791992;1351;0;0;2147;0;1056933;3604866;29676;21084;75935;14;41;87
605433;Blatno u Podbo¯an;1046;6574952;3724437;1787;0;127132;75146;215172;1357561;385094;116271;572352;139;15;282
605441;MalmÏ¯ice;744;15772468;3293734;0;0;58834;21501;248006;11426765;68205;74354;581069;46;0;77
605450;Blazice;1020;3784824;2657322;0;0;148213;14029;271545;332144;60581;57771;243219;81;0;184
605468;Blaûejov;1125;3672428;1348818;0;0;46430;0;722926;939449;140891;44382;429532;90;29;220
605476;DvoreËek;403;2342904;1120029;0;0;21795;0;218476;858110;20345;11889;92260;17;6;70
605484;Mal˝ RatmÌrov;802;2970270;670694;0;0;67348;0;351097;799016;851140;22020;208955;29;125;232
605492;MutynÏves;652;5439593;1542190;0;0;28443;0;418228;2266300;841399;38456;304577;26;36;119
605506;Old¯iö u Blaûejova;714;5440414;2696011;0;0;50225;0;903099;1225667;183648;48095;333669;50;0;120
605514;Blaûejovice;1179;3257984;1711713;0;0;59405;0;270942;1015096;19735;42039;139054;54;3;117
605522;VÌtonice u Blaûejovic;251;1372050;708116;0;0;22573;0;107017;476702;7652;17305;32685;14;9;41
605531;Blaûim nad Vltavou;1422;5325126;2140746;0;0;56385;8438;240463;2403311;102141;37422;336220;37;8;100
605549;Blaûim;636;9633040;7127427;0;0;33607;0;7121;1486;25314;89349;2348736;89;0;124
605557;Blaûkov;664;4948101;3051502;0;0;73947;29417;476789;962213;74025;71480;208728;70;0;130
605565;DolnÌ RozsÌËka;384;2474710;1509311;0;0;21925;7395;372051;454245;12568;28986;68229;34;0;56
605573;Blaûovice;3635;5936363;4853979;0;0;216809;103568;67915;17895;30716;197725;447756;360;1;726
605581;Bleöno;1810;4108716;2432001;0;0;94961;12073;656157;286021;267327;91567;268609;135;2;303
605590;Blevice;996;4243839;2994626;0;0;67188;20064;135947;758193;11697;57767;198357;116;0;188
605603;BlÌzkov;2602;8460908;5668173;0;0;60014;0;659358;1473313;176856;81386;341808;79;0;227
605611;DÏdkov;915;4978503;1237560;0;0;41132;0;1391578;1937899;18227;35629;316478;39;0;99
605620;BlÌûejov;1393;4416798;2027507;0;0;119778;7421;484083;1060965;71207;103721;542116;236;2;365
605646;ChotimÏ¯ u BlÌûejova;420;2137123;1282026;0;0;81565;14926;274512;190920;27801;62771;202602;67;11;161
605654;P¯Ìvozec;890;2978816;1969719;0;0;41087;0;329573;461490;17328;38383;121236;57;9;133
605662;BlÌûevedly;1131;8941860;3721620;272537;0;116315;0;1770841;2131996;136354;113925;678272;147;7;257
605671;HvÏzda pod VlhoötÏm;333;5424818;804443;0;0;64588;0;93091;4177716;1279;16397;267304;24;7;53
605689;Ves BlÌûkovice;1771;14197657;7898627;0;0;143399;0;470226;4760800;66867;132392;725346;176;1;405
605697;MÏstys BlÌûkovice;1743;6607967;5157757;0;0;199822;4442;189844;43517;223948;114938;673699;237;1;540
605735;Blovice;6309;10153198;4232654;0;0;501018;33311;907816;2767642;203930;380478;1126349;786;249;1891
605751;HradiötÏ u Blovic;1003;4530471;2039414;0;0;139482;0;961640;694493;102278;92222;500942;152;16;305
605786;Blöany;1343;7555926;4603370;662766;0;58297;23770;559808;445962;178465;133209;890279;176;10;269
605794;Stachov u Blöan;183;1708351;829673;196470;0;4310;144716;137591;264971;360;17506;112754;15;6;39
605808;BluËina;5497;16680354;11781351;0;943331;220632;646593;136921;411295;206447;344711;1989073;684;8;1514
605816;Bludov;5868;16682389;7766692;0;0;719844;190197;1465410;3935867;303499;398557;1902323;923;38;1548
605832;Bludovice u NovÈho JiËÌna;1593;5331036;1561459;0;0;262748;12804;1151621;1680375;61063;100998;499968;148;6;380
605841;Bobnice;975;7398857;6344674;0;0;91212;8010;14965;10197;85258;145460;699081;235;0;327
605859;DolnÌ Bobrov·;1298;7388505;4026353;0;0;148196;11053;894448;1704596;102355;101100;400404;195;8;336
605867;HornÌ Bobrov·;1311;6809249;3740206;0;0;112406;4791;1385784;861043;84049;100071;520899;138;5;232
605875;BobrovnÌky;1368;2494453;282096;0;0;234340;0;55348;1644323;31025;118392;128929;367;44;539
605883;Bobr˘vka;1361;7811992;3752836;0;0;73908;0;1178580;2188416;165307;57847;395098;107;52;254
605891;BoË;737;3506722;1193;0;0;46532;11735;770101;2271497;19510;21139;365015;43;79;154
605905;Smilov nad Oh¯Ì;509;2746543;344617;0;0;39587;57533;428385;1577026;59459;11364;228572;30;18;75
605913;SrnÌ u BoËe;519;4733708;0;0;0;18150;55091;1623634;2700460;4279;15955;316139;10;23;66
605921;Mal˝ HrzÌn;280;2221536;0;0;0;16854;92707;484855;1425166;3189;7391;191374;17;1;32
605930;Boh·Úka;617;6758238;1146281;0;0;69627;6615;406292;4822800;24482;58094;224047;79;0;177
605948;Chloumek u Ho¯ic;202;1525505;1064274;0;0;29779;6776;98346;242677;180;20416;63057;33;0;74
605964;Votuz;158;1256037;878814;0;0;34449;15599;147523;125605;644;21772;31631;32;0;50
605972;BoharynÏ;1543;4636608;3195948;0;0;124188;92467;524969;331626;63273;88287;215850;143;0;286
605999;Puchlovice;677;2522622;2052184;0;0;46909;0;199342;0;60770;39830;123587;52;0;128
606006;BohatÈ M·lkovice;534;4829406;4296991;0;0;96688;5102;45010;29589;52253;66148;237625;104;0;201
606014;Bohatice u Z·kup;1046;3937029;671545;0;0;93230;18307;2190855;586310;71878;45208;259696;67;12;151
606022;Bohdalec;2239;8282246;3972198;0;0;128423;28143;491499;3349870;25134;65471;221508;115;17;216
606031;Bohdalice;1432;4969087;3117103;0;0;173886;24885;30967;866498;20053;144734;590961;209;9;398
606057;Pavlovice;1035;3920885;1830816;0;0;101669;6132;18194;1641304;91476;38613;192681;83;64;256
606065;BohdalÌn;1696;7736659;3015370;0;0;77106;0;1031364;3112878;132917;59642;307382;93;2;199
606073;Bohdalov u MÏsteËka Trn·vky;1296;6601489;616760;0;0;102024;7834;1523761;4038317;4675;29244;278874;65;0;130
606081;Bohdalov;4057;12788047;5128447;0;0;164005;0;1712743;4091380;903844;176517;611111;317;5;529
606090;Chroustov u Bohdalova;946;3271878;1504498;0;0;65458;0;641497;805987;9744;42132;202562;74;0;112
606103;BohdaneË u Zbraslavic;1421;4407954;2243628;0;0;109596;13882;552627;830661;107971;90329;459260;154;3;243
606111;Dvorecko;110;939398;81175;0;0;7608;3696;99852;707627;4695;4222;30523;4;0;9
606120;KotouËov;474;3813251;558889;0;0;20773;9256;348980;2679241;14685;15246;166181;21;19;98
606146;Prost¯ednÌ Ves;931;3254182;1801424;0;0;63640;9389;338050;779173;11408;47625;203473;60;1;129
606154;ÿeplice;516;4180114;1005595;0;0;14765;6064;393410;2632175;35595;17767;74743;24;0;60
606171;L·znÏ BohdaneË;6627;21786548;5811947;0;0;447044;62720;2237411;7483981;2900273;396820;2446352;759;148;1897
